nom, addresse, téléphone, site internet, réseaux sociaux, email, horaire, nombres de note, note, latitude, longitude, country, city, category, code, info, zip, url
"Marketing conscient", "10 Rue Ledru Rollin, 92150 Suresnes", "07 81 35 85 26", "marketingconscient.com", "", "contact@marketingconscient.com", "", "", "", "48.8708674", "2.2298181", "France", "Suresnes", "Agence de marketing", "V6CH+8W Suresnes", "", "92150", "https://www.google.fr/maps/place/Marketing+conscient/data=!4m7!3m6!1s0x47e664d9a63d8097:0x46fbe607793d2eb8!8m2!3d48.8708469!4d2.2297763!16s%2Fg%2F11gxxj1b17!19sChIJl4A9ptlk5kcRuC49eQfm-0Y?authuser=0&hl=fr&rclk=1"
"KomTop", "50 Rue Braille, 56100 Lorient", "06 75 10 15 59", "komtop.fr", "", "u002F@komtop.fr", "dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé. ", "", "5,0  ", "47.7847802", "-3.4184725", "France", "Lorient", "Agence de marketing", "QJ4H+4R Lorient", "", "56100", "https://www.google.fr/maps/place/KomTop/data=!4m7!3m6!1s0x2d0572c43cd1f21d:0x76891cd4c72baedd!8m2!3d47.7553384!4d-3.3704909!16s%2Fg%2F11q8y84hz3!19sChIJHfLRPMRyBS0R3a4rx9QciXY?authuser=0&hl=fr&rclk=1"
"Faucon Marketing", "3 Av. de la Créativité, 59650 Villeneuve-d'Ascq", "07 66 82 96 51", "faucon-marketing.fr", "", "contact@faucon-marketing.fr", "dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 19:00; jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "50.6395986", "3.1484872", "France", "Villeneuve d'Ascq", "Agence de marketing", "J4QX+VC Villeneuve-d'Ascq", "", "59650", "https://www.google.fr/maps/place/Faucon+Marketing/data=!4m7!3m6!1s0x47c329e743454c75:0xc4a128c7199fcd9d!8m2!3d50.6396769!4d3.148524!16s%2Fg%2F11sgwr1lrv!19sChIJdUxFQ-cpw0cRnc2fGccoocQ?authuser=0&hl=fr&rclk=1"
"PYJE", "5 Rue Jacques Prévert, 59810 Lesquin", "03 74 09 05 01", "pyje.fr", "", "jeremie@pyje.fr", "dimanche, Fermé; lundi, de 09:00 à 12:00, de 14:00 à 19:00; mardi, de 09:00 à 12:00, de 14:00 à 19:00; mercredi, de 09:00 à 12:00, de 14:00 à 19:00; jeudi, de 09:00 à 12:00, de 14:00 à 19:00; vendredi, de 09:00 à 12:00, de 14:00 à 19:00; samedi, Fermé. ", "", "5,0  ", "50.5943661", "3.1191265475609757", "France", "Lesquin", "Agence de marketing", "H4V9+PM Lesquin", "", "59810", "https://www.google.fr/maps/place/PYJE/data=!4m7!3m6!1s0x47c2d7060b428e85:0xe38cb00c3fdb20fe!8m2!3d50.5943415!4d3.1191593!16s%2Fg%2F11lrp7r0tt!19sChIJhY5CCwbXwkcR_iDbPwywjOM?authuser=0&hl=fr&rclk=1"
"Pénélope Field Marketing - Lorient", "109 Rue Joseph Bigot, 56850 Caudan", "02 97 89 22 22", "penelope.fr", "", "contact@penelope.fr", "vendredi, de 07:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 07:00 à 18:00; mardi, de 07:00 à 18:00; mercredi (Toussaint), de 07:00 à 18:00, Les horaires peuvent être modifiés.; jeudi, de 07:00 à 18:00. ", "", "", "47.7841724", "-3.3454837", "France", "Caudan", "Agence de marketing", "QMP3+4P Caudan", "", "56850", "https://www.google.fr/maps/place/P%C3%A9n%C3%A9lope+Field+Marketing+-+Lorient/data=!4m7!3m6!1s0x48105eb08d671107:0x70420c48217ee8d5!8m2!3d47.7853685!4d-3.3456822!16s%2Fg%2F11h40zyncm!19sChIJBxFnjbBeEEgR1eh-IUgMQnA?authuser=0&hl=fr&rclk=1"
"Agence de communication Saint-Malo | Pilote Consulting", "2 Rue Théodore Monod, 35400 Saint-Malo", "06 61 93 83 55", "pilote-consulting.fr", "", "contact@pilote-consulting.fr", "jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, de 09:00 à 17:00; dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00. ", "16 ", "5,0  ", "48.6467579", "-2.0080612", "France", "Saint Malo", "Agence de marketing", "JXWV+Q4 Saint-Malo", "", "35400", "https://www.google.fr/maps/place/Agence+de+communication+Saint-Malo+%7C+Pilote+Consulting/data=!4m7!3m6!1s0x480e87dd5a295d6d:0xc3f844b8d56734f1!8m2!3d48.6468884!4d-2.0071363!16s%2Fg%2F11q4ccy91q!19sChIJbV0pWt2HDkgR8TRn1bhE-MM?authuser=0&hl=fr&rclk=1"
"Mocha Production - Agence de design  communication 360° St-Malo", "54 Rue du Grand Jardin, 35400 Saint-Malo", "06 74 58 99 62", "mochaproduction.com", "", "mocha.prod@gmail.com", "jeudi, de 09:30 à 18:00; vendredi, de 09:30 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:30 à 18:00; mardi, de 09:30 à 18:00; mercredi, de 09:30 à 18:00. ", "22 ", "5,0  ", "48.6359481", "-1.9830169", "France", "Saint Malo", "Agence de marketing", "J2G7+RH Saint-Malo", "", "35400", "https://www.google.fr/maps/place/Mocha+Production+-+Agence+de+design+%26+communication+360%C2%B0+St-Malo/data=!4m7!3m6!1s0x480e8171234a73e1:0xe4dd432005a21b5d!8m2!3d48.6270003!4d-1.9860798!16s%2Fg%2F11mhfnlpmw!19sChIJ4XNKI3GBDkgRXRuiBSBD3eQ?authuser=0&hl=fr&rclk=1"
"Agence communication Saint-Malo, Dinard, Dinan 〰️ mōhio", "3 Impasse Pierre Casimir, 35730 Pleurtuit", "06 75 45 88 45", "mohio.fr", "", "Pleurtuithello@mohio.frdocument.getElementById", "jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00. ", "17 ", "5,0  ", "48.5710532", "-2.0633547", "France", "Pleurtuit", "Agence de marketing", "HWCP+9M Pleurtuit", "", "35730", "https://www.google.fr/maps/place/Agence+communication+Saint-Malo,+Dinard,+Dinan+%E3%80%B0%EF%B8%8F+m%C5%8Dhio/data=!4m7!3m6!1s0x84636bd0c3cbcae5:0x5840de4d8a90c63b!8m2!3d48.5709949!4d-2.0633682!16s%2Fg%2F11sn_c4glq!19sChIJ5crLw9BrY4QRO8aQik3eQFg?authuser=0&hl=fr&rclk=1"
"Agence communication Dinan | Pilote Consulting", "", "06 61 93 83 55", "pilote-consulting.fr", "", "contact@pilote-consulting.fr", "jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Agence+communication+Dinan+%7C+Pilote+Consulting/data=!4m7!3m6!1s0x98995c92672e3ad:0xa2efa44efa03c0c!8m2!3d48.4471459!4d-2.0532921!16s%2Fg%2F11sv54464_!19sChIJreNyJsmViQkRDDyg70T6Lgo?authuser=0&hl=fr&rclk=1"
"Komérès", "10 Av. du Fief Lot n°8, 95310 Saint-Ouen-l'Aumône", "01 84 14 83 63", "komeres.fr", "", "contact@komeres.fr", "dimanche, Fermé; lundi, de 07:00 à 20:00; mardi, de 07:00 à 20:00; mercredi, de 07:00 à 20:00; jeudi, de 07:00 à 20:00; vendredi, de 07:00 à 20:00; samedi, de 08:00 à 14:00. ", "", "4,9  ", "", "", "France", "Saint Ouen l'Aumône", "Agence de marketing", "24VV+HV Saint-Ouen-l'Aumône", "", "95310", "https://www.google.fr/maps/place/Kom%C3%A9r%C3%A8s/data=!4m7!3m6!1s0x47e65ffbd124f453:0xe9ecf10fc060b322!8m2!3d49.0439221!4d2.1447334!16s%2Fg%2F11gnpkq7l4!19sChIJU_Qk0ftf5kcRIrNgwA_x7Ok?authuser=0&hl=fr&rclk=1"
"Emma Chavagnac", "", "06 37 79 22 68", "emmachavagnac.com", "", "hello@emmachavagnac.com", "dimanche, de 08:00 à 17:00; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi, de 08:00 à 19:00; jeudi, de 08:00 à 19:00; vendredi, de 08:00 à 19:00; samedi, de 08:00 à 17:00. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Emma+Chavagnac/data=!4m7!3m6!1s0x47f4ab04bad4e471:0xfd2fa72a8a51683d!8m2!3d45.317723!4d5.4372395!16s%2Fg%2F11rbdwyqdl!19sChIJceTUugSr9EcRPWhRiiqnL_0?authuser=0&hl=fr&rclk=1"
"Creativ Jungle - France", "1 Av. Francis Carco, 95290 L'Isle-Adam", "06 79 33 62 14", "creativjungle.com", "", "contact@creativjungle.com", "dimanche, Fermé; lundi, de 09:00 à 19:30; mardi, de 09:00 à 19:30; mercredi, de 09:00 à 19:30; jeudi, de 09:00 à 19:30; vendredi, de 09:00 à 19:30; samedi, de 09:00 à 12:30. ", "", "4,3  ", "49.1073901", "2.2150192", "France", "L'Isle Adam", "Agence de marketing", "4657+22 L'Isle-Adam", "", "95290", "https://www.google.fr/maps/place/Creativ+Jungle+-+France/data=!4m7!3m6!1s0x47e65bda3a0eb66f:0x3e0856654956c7b6!8m2!3d49.1076033!4d2.2125679!16s%2Fg%2F11rfpj__g8!19sChIJb7YOOtpb5kcRtsdWSWVWCD4?authuser=0&hl=fr&rclk=1"
"Match Tes Mots", "3 Pl. de la Gare, 36000 Châteauroux", "06 12 52 66 80", "matchtesmots.fr", "", "80sylvain@matchtesmots.fr", "vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi (Toussaint), de 09:00 à 17:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 17:00. ", "", "5,0  ", "46.8098349", "1.6993787573158206", "France", "Châteauroux", "Agence de marketing", "RM6X+6J Châteauroux", "", "36000", "https://www.google.fr/maps/place/Match+Tes+Mots/data=!4m7!3m6!1s0x47fb0bf4ba2cd649:0x17bacce83613195c!8m2!3d46.8105548!4d1.699035!16s%2Fg%2F11jg3vr95g!19sChIJSdYsuvQL-0cRXBkTNujMuhc?authuser=0&hl=fr&rclk=1"
"L'agence Web Media Services", "", "06 88 81 72 90", "webmediaservices.fr", "", "support@o2switch.fr", "vendredi, de 07:00 à 23:30; samedi, de 07:00 à 23:30; dimanche, de 07:00 à 23:30; lundi, de 07:00 à 23:30; mardi, de 07:00 à 23:30; mercredi (Toussaint), de 07:00 à 23:30, Les horaires peuvent être modifiés.; jeudi, de 07:00 à 23:30. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/L%27agence+Web+Media+Services/data=!4m7!3m6!1s0x47f6e16c0fd3cb81:0xd55ad0cc22394738!8m2!3d30.8863918!4d-45.2495762!16s%2Fg%2F1tgtdvwk!19sChIJgcvTD2zh9kcROEc5IszQWtU?authuser=0&hl=fr&rclk=1"
"Comyounity", "2 impasse lafaye, 24600 Celles", "06 26 49 68 95", "mycomyounity.fr", "", "comyounitypro@gmail.com", "vendredi, de 09:00 à 19:00; samedi, de 09:00 à 19:00; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi (Toussaint), de 09:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 19:00. ", "", "", "", "", "France", "Celles", "Agence de marketing", "8C2F+PQ Celles", "", "24600", "https://www.google.fr/maps/place/Comyounity/data=!4m7!3m6!1s0xca668477ee207a5:0xfce84ec326d79ec6!8m2!3d45.3018653!4d0.4244138!16s%2Fg%2F11sv12bdxd!19sChIJpQfifkdopgwRxp7XJsNO6Pw?authuser=0&hl=fr&rclk=1"
"K'noë | Groupe GET", "11 Rue Carnot, 94270 Le Kremlin-Bicêtre", "01 56 20 28 28", "k-noe.fr", "", "contact@k-noe.fr", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "4,9  ", "48.8093722", "2.3647966", "France", "Le Kremlin Bicêtre", "Agence de marketing", "R957+RW Le Kremlin-Bicêtre", "", "94270", "https://www.google.fr/maps/place/K%27no%C3%AB+%7C+Groupe+GET/data=!4m7!3m6!1s0x47e673d667fd5409:0xff4d1e1c3aa4ab5b!8m2!3d48.8095388!4d2.3648727!16s%2Fg%2F11cspm7j4x!19sChIJCVT9Z9Zz5kcRW6ukOhweTf8?authuser=0&hl=fr&rclk=1"
"Maison Léon", "467 Chem. des Sources, 01480 Fareins", "07 87 54 07 93", "maisonleon.co", "", "contact@maisonleon.co", "mardi, de 09:00 à 13:00, de 14:00 à 18:00; mercredi, de 09:00 à 13:00, de 14:00 à 18:00; jeudi, de 09:00 à 13:00, de 14:00 à 18:00; vendredi, de 09:00 à 13:00, de 14:00 à 18:00; samedi, de 09:00 à 13:00; dimanche, Fermé; lundi, de 09:00 à 13:00, de 14:00 à 18:00. ", "", "5,0  ", "", "", "France", "Fareins", "Agence de marketing", "2Q65+47 Fareins", "", "01480", "https://www.google.fr/maps/place/Maison+L%C3%A9on/data=!4m7!3m6!1s0x47f49b395324632d:0x289036a823e0041e!8m2!3d46.0103669!4d4.7581339!16s%2Fg%2F11bbx0ldrh!19sChIJLWMkUzmb9EcRHgTgI6g2kCg?authuser=0&hl=fr&rclk=1"
"Com Advance", "3 Av. Edouard Herriot, 69400 Limas", "04 28 39 01 88", "comadvance.fr", "", "d46e55ffdd114093971dd659e5bf890b@o377622.ingest.sentry.io", "lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "45.9785427", "4.7259758", "France", "Limas", "Agence de marketing", "XPHG+36 Limas", "", "69400", "https://www.google.fr/maps/place/Com+Advance/data=!4m7!3m6!1s0x47f48549c803243f:0x9fb8ce35c6b1975!8m2!3d45.9776513!4d4.7256052!16s%2Fg%2F1yfprvj3d!19sChIJPyQDyEmF9EcRdRlrXOOM-wk?authuser=0&hl=fr&rclk=1"
"la Totale Agence", "49 Rte de Frans, 69400 Villefranche-sur-Saône", "06 22 56 26 55", "latotaleagence.com", "", "agence@latotale.love", "jeudi, de 09:00 à 19:00; vendredi, de 09:00 à 17:30; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi, de 09:00 à 18:00. ", "6 ", "5,0  ", "45.9854967", "4.7220988", "France", "Villefranche sur Saône", "Agence de marketing", "XPPC+6R Villefranche-sur-Saône", "", "69400", "https://www.google.fr/maps/place/la+Totale+Agence/data=!4m7!3m6!1s0xac9e034f3efc9705:0x71e5d76d17616bfd!8m2!3d45.9855091!4d4.7221023!16s%2Fg%2F11qg3gvjr3!19sChIJBZf8Pk8DnqwR_WthF23X5XE?authuser=0&hl=fr&rclk=1"
"Direct et Création", "309 Rue Victor Hugo, 69400 Villefranche-sur-Saône", "04 74 09 10 59", "directetcreation.com", "", "jeanmichelbarday@directetcreation.com", "", "", "5,0  ", "45.9872307", "4.7207038", "France", "Villefranche sur Saône", "Agence de marketing", "XPPC+W6 Villefranche-sur-Saône", "", "69400", "https://www.google.fr/maps/place/Direct+et+Cr%C3%A9ation/data=!4m7!3m6!1s0x47f4853cb135cf21:0xaccd65329f11c09c!8m2!3d45.9872568!4d4.7206!16s%2Fg%2F1tfkdy9q!19sChIJIc81sTyF9EcRnMARnzJlzaw?authuser=0&hl=fr&rclk=1"
"nexus flow | Agence de Marketing Digital", "", "07 67 17 44 01", "agence-nexusflow.com", "", "nexusflow@agence-nexusflow.com", "lundi, de 09:30 à 17:30; mardi, de 09:30 à 17:30; mercredi, de 09:30 à 17:30; jeudi, de 09:30 à 17:30; vendredi, de 09:30 à 17:30; samedi, Fermé; dimanche, Fermé. ", "", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/nexus+flow+%7C+Agence+de+Marketing+Digital/data=!4m7!3m6!1s0x8eb24c8b5fd51f83:0xc03656e59048f569!8m2!3d45.317723!4d5.4372395!16s%2Fg%2F11vdrkz68n!19sChIJgx_VX4tMso4RafVIkOVWNsA?authuser=0&hl=fr&rclk=1"
"MEDIAPOST", "Zi, 618 Rue Benoit Mulsant, Av. de l'Europe, 69400 Villefranche-sur-Saône", "03 51 00 92 72", "mediapost.fr", "", "exercicedesdroits@mediapost.fr", "", "", "3,0  ", "", "", "France", "Villefranche sur Saône", "Agence de marketing", "XPWQ+9J Villefranche-sur-Saône", "", "69400", "https://www.google.fr/maps/place/MEDIAPOST/data=!4m7!3m6!1s0x47f49b2aabd67fe3:0x47380b3863094c0!8m2!3d45.995962!4d4.7390058!16s%2Fg%2F1thtnylt!19sChIJ43_Wqyqb9EcRwJQwhrOAcwQ?authuser=0&hl=fr&rclk=1"
"Vesica | Agence de Marketing", "", "07 67 17 44 01", "agence-vesica.com", "", "agence.vesica@gmail.com", "lundi, de 09:00 à 17:00; mardi, de 09:00 à 17:00; mercredi, de 09:00 à 17:00; jeudi, de 09:00 à 17:00; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Vesica+%7C+Agence+de+Marketing/data=!4m7!3m6!1s0xac90ce93b4cb0e99:0x7b441595af875e6f!8m2!3d47.3048144!4d5.0301287!16s%2Fg%2F11v3x9nx46!19sChIJmQ7LtJPOkKwRb16Hr5UVRHs?authuser=0&hl=fr&rclk=1"
"eMForia Consulting", "", "06 72 99 14 32", "emforia.fr", "", "0672991432contact@emforia.fr", "lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00; jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/eMForia+Consulting/data=!4m7!3m6!1s0x89fcdc4e2b493879:0x85f7baa1e60957ee!8m2!3d45.317723!4d5.4372395!16s%2Fg%2F11sjq26nwc!19sChIJeThJK07c_IkR7lcJ5qG694U?authuser=0&hl=fr&rclk=1"
"DE BOUCHE A OREILLE - DBAO SARL", "1018 Chem. du Renard, 01600 Saint-Didier-de-Formans", "04 74 00 59 62", "deboucheaoreille.fr", "", "contact@deboucheaoreille.fr", "vendredi, de 09:00 à 17:30; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 17:30; mardi, de 09:00 à 17:30; mercredi (Toussaint), de 09:00 à 17:30, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 17:30. ", "", "5,0  ", "", "", "France", "Saint Didier de Formans", "Agence de marketing", "XQ7Q+C6 Saint-Didier-de-Formans", "", "01600", "https://www.google.fr/maps/place/DE+BOUCHE+A+OREILLE+-+DBAO+SARL/data=!4m7!3m6!1s0x47f49a707f13a65b:0x4e729ff955d645bb!8m2!3d45.9635453!4d4.7880127!16s%2Fg%2F11dz2drnyt!19sChIJW6YTf3Ca9EcRu0XWVfmfck4?authuser=0&hl=fr&rclk=1"
"Web Marketing France - V8 Win", "7 Bis Rue du Charroi, 69270 Saint-Romain-au-Mont-d'Or", "06 20 16 15 69", "webmarketing-fr.com", "", "support@o2switch.fr", ". ", "", "", "45.8384019", "4.8235455", "France", "Saint Romain au Mont d'Or", "Agence de marketing", "RRQF+7C Saint-Romain-au-Mont-d'Or", "", "69270", "https://www.google.fr/maps/place/Web+Marketing+France+-+V8+Win/data=!4m7!3m6!1s0x47f494f5b1f95c73:0x45a7ea50a6d6e494!8m2!3d45.8381503!4d4.8235232!16s%2Fg%2F11c4b6pp72!19sChIJc1z5sfWU9EcRlOTWplDqp0U?authuser=0&hl=fr&rclk=1"
"COM'BAWA", "34 Rue de la Gare, 36000 Châteauroux", "02 54 08 90 50", "agencecombawa.com", "", "contact@agencecombawa.com", "jeudi, de 09:00 à 12:30, de 14:00 à 18:30; vendredi, de 09:00 à 12:30, de 14:00 à 18:30; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 12:30, de 14:00 à 18:30; mardi, de 09:00 à 12:30, de 14:00 à 18:30; mercredi, de 09:00 à 12:30, de 14:00 à 18:30. ", "14 ", "4,9  ", "46.8109611", "1.6964986", "France", "Châteauroux", "Agence de marketing", "RM6W+9J Châteauroux", "", "36000", "https://www.google.fr/maps/place/COM%27BAWA/data=!4m7!3m6!1s0x47fba0a9af41029b:0x214f79f444d561b1!8m2!3d46.8109077!4d1.6965111!16s%2Fg%2F11bv6l97v4!19sChIJmwJBr6mg-0cRsWHVRPR5TyE?authuser=0&hl=fr&rclk=1"
"Big Berry", "32 espace Voltaire, 36000 Châteauroux", "06 61 38 47 69", "bigberry.fr", "", "contact@bigberry.fr", "", "", "", "", "", "France", "Châteauroux", "Agence de marketing", "RM6X+8P Châteauroux", "", "36000", "https://www.google.fr/maps/place/Big+Berry/data=!4m7!3m6!1s0x47fba0aa37691097:0x84cf1b11729db587!8m2!3d46.8108409!4d1.6993484!16s%2Fg%2F11f52g66m7!19sChIJlxBpN6qg-0cRh7WdchEbz4Q?authuser=0&hl=fr&rclk=1"
"Factory communication", "", "06 12 52 52 53", "factorycommunication.fr", "", "53contact@factorycommunication.frDu", "jeudi, de 09:00 à 18:00; vendredi, de 09:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 18:00; mardi, de 09:00 à 18:00; mercredi, de 09:00 à 18:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Factory+communication/data=!4m7!3m6!1s0x2a075aada7e2fba3:0xd0ee8e7cc5fb8daf!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11k9ksgtws!19sChIJo_vip61aByoRr437xXyO7tA?authuser=0&hl=fr&rclk=1"
"Mim Digital - Agence marketing digital", "", "06 50 44 70 40", "mimdigital.fr", "", "jean.dupont@gmail.com", "dimanche, Fermé; lundi, de 09:00 à 18:30; mardi, de 09:00 à 18:30; mercredi, de 09:00 à 18:30; jeudi, de 09:00 à 18:30; vendredi, de 09:00 à 18:30; samedi, de 09:00 à 16:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Mim+Digital+-+Agence+marketing+digital/data=!4m7!3m6!1s0x12b6a126b5f83e65:0x83d9cec484c291f9!8m2!3d43.6100162!4d3.8741693!16s%2Fg%2F11nn1h2hl2!19sChIJZT74tSahthIR-ZHChMTO2YM?authuser=0&hl=fr&rclk=1"
"C-COMSPORT • Agence de Communication  Équipementier Sportif • Montpellier | Lunel | Nîmes", "24 Rue de Moulines, 34130 Lansargues", "04 67 02 45 50", "c-comsport.fr", "", "info@c-34.fr", "jeudi, de 09:00 à 12:00, de 14:00 à 18:00; vendredi, de 09:00 à 12:00, de 14:00 à 18:00; samedi, Fermé; dimanche, Fermé; lundi, de 09:00 à 12:00, de 14:00 à 18:00; mardi, de 09:00 à 12:00, de 14:00 à 18:00; mercredi, de 09:00 à 12:00, de 14:00 à 18:00. ", "6 ", "5,0  ", "43.6497541", "4.0712493", "France", "Lansargues", "Agence de marketing", "J3XC+XM Lansargues", "", "34130", "https://www.google.fr/maps/place/C-COMSPORT+%E2%80%A2+Agence+de+Communication+%26+%C3%89quipementier+Sportif+%E2%80%A2+Montpellier+%7C+Lunel+%7C+N%C3%AEmes/data=!4m7!3m6!1s0x12b69f58ffbdb5b9:0x27f3454d2717c95a!8m2!3d43.6499438!4d4.0716577!16s%2Fg%2F11ckr5_pfn!19sChIJubW9_1ifthIRWskXJ01F8yc?authuser=0&hl=fr&rclk=1"
"La Merkanterie - Agence Digitale", "266 Rue de la Garriguette, 34130 Saint-Aunès", "04 11 75 65 83", "lamerkanterie.fr", "", "contact@Keystroke.com", "vendredi, de 08:00 à 19:00; samedi, Fermé; dimanche, Fermé; lundi, de 08:00 à 19:00; mardi, de 08:00 à 19:00; mercredi (Toussaint), de 08:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 08:00 à 19:00. ", "", "", "43.6493165", "3.97383", "France", "Saint Aunès", "Agence de marketing", "JXXF+Q3 Saint-Aunès", "", "34130", "https://www.google.fr/maps/place/La+Merkanterie+-+Agence+Digitale/data=!4m7!3m6!1s0x12b6a7c75afdb815:0x4f23c37935947b2d!8m2!3d43.6494808!4d3.9727371!16s%2Fg%2F11my1ff5q7!19sChIJFbj9WsenthIRLXuUNXnDI08?authuser=0&hl=fr&rclk=1"
"Viizu - Agence marketing", "9 Rue des Colonnes, 75002 Paris", "07 82 46 44 50", "viizu.fr", "", "matteo@viizu.fr", "", "", "", "48.8697089", "2.3394292", "France", "Paris", "Agence de marketing", "V89Q+VQ Paris", "", "75002", "https://www.google.fr/maps/place/Viizu+-+Agence+marketing/data=!4m7!3m6!1s0x47e66fa36ce1e257:0x8d51d4f5033bf52!8m2!3d48.8697221!4d2.3394262!16s%2Fg%2F11kppyjv75!19sChIJV-LhbKNv5kcRUr8zUE8d1Qg?authuser=0&hl=fr&rclk=1"
"Marketing Makers", "", "+32 460 94 98 97", "marketing-makers.com", "", "bonjour@marketing-makers.com", "vendredi, Ouvert 24h/24; samedi, Fermé; dimanche, Fermé; lundi, Ouvert 24h/24; mardi, Ouvert 24h/24; mercredi, Ouvert 24h/24; jeudi, Ouvert 24h/24. ", "13 ", "5,0  ", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Marketing+Makers/data=!4m7!3m6!1s0x4c5de4d5ae1c6ead:0x98ccbf30538efc07!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11t5ql7lb8!19sChIJrW4crtXkXUwRB_yOUzC_zJg?authuser=0&hl=fr&rclk=1"
"Infinity Agency", "", "+32 491 41 81 49", "infinityagency.be", "", "contact@infinityagency.be", "vendredi, de 09:00 à 19:00; samedi, de 09:00 à 19:00; dimanche, de 09:00 à 19:00; lundi, de 09:00 à 19:00; mardi, de 09:00 à 19:00; mercredi (Toussaint), de 09:00 à 19:00, Les horaires peuvent être modifiés.; jeudi, de 09:00 à 19:00. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Infinity+Agency/data=!4m7!3m6!1s0x451f04c727b87c5:0x9f7cc5a4b6e0f899!8m2!3d30.8863918!4d-49.8171262!16s%2Fg%2F11t6v93wfv!19sChIJxYd7ckzwUQQRmfjgtqTFfJ8?authuser=0&hl=fr&rclk=1"
"Cutesocial Digital Agency", "", "+32 499 40 25 44", "cutesocial.be", "", "info@cutesocial.be", "mardi, Fermé; mercredi, Fermé; jeudi, Fermé; vendredi, de 09:00 à 17:00; samedi, Fermé; dimanche, Fermé; lundi, Fermé. ", "", "", "", "", "France", "", "Agence de marketing", "", "", "", "https://www.google.fr/maps/place/Cutesocial+Digital+Agency/data=!4m7!3m6!1s0x47c0fbe218d54879:0x947c0b42fde209a7!8m2!3d50.5010267!4d4.466112!16s%2Fg%2F11dxhxty_s!19sChIJeUjVGOL7wEcRpwni_UILfJQ?authuser=0&hl=fr&rclk=1"
